Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total
162 0.00000E+00 4.60667E-22 1.92293E-22 2.23913E-26 1.36000E-33 1.84476E-27 2.81180E-28 6.52985E-22
163 0.00000E+00 4.60667E-22 1.92293E-22 2.23913E-26 1.36013E-33 1.84494E-27 2.81208E-28 6.52984E-22
164 0.00000E+00 4.60667E-22 1.92293E-22 2.23914E-26 1.36027E-33 1.84512E-27 2.81235E-28 6.52984E-22
165 0.00000E+00 4.60667E-22 1.92293E-22 2.23914E-26 1.36040E-33 1.84530E-27 2.81263E-28 6.52984E-22
166 0.00000E+00 4.60667E-22 1.92293E-22 2.23914E-26 1.36054E-33 1.84548E-27 2.81290E-28 6.52984E-22
167 0.00000E+00 4.60667E-22 1.92293E-22 2.23915E-26 1.36067E-33 1.84566E-27 2.81318E-28 6.52984E-22
168 0.00000E+00 4.60667E-22 1.92293E-22 2.23915E-26 1.36081E-33 1.84584E-27 2.81345E-28 6.52984E-22
169 0.00000E+00 4.60667E-22 1.92293E-22 2.23915E-26 1.36094E-33 1.84603E-27 2.81373E-28 6.52984E-22
170 0.00000E+00 4.60667E-22 1.92293E-22 2.23916E-26 1.36108E-33 1.84621E-27 2.81401E-28 6.52984E-22
171 0.00000E+00 4.60666E-22 1.92293E-22 2.23916E-26 1.36121E-33 1.84639E-27 2.81428E-28 6.52984E-22
172 0.00000E+00 4.60666E-22 1.92293E-22 2.23917E-26 1.36134E-33 1.84656E-27 2.81454E-28 6.52984E-22
173 0.00000E+00 4.60666E-22 1.92293E-22 2.23917E-26 1.36148E-33 1.84674E-27 2.81482E-28 6.52983E-22
174 0.00000E+00 4.60666E-22 1.92292E-22 2.23917E-26 1.36161E-33 1.84692E-27 2.81509E-28 6.52983E-22
175 0.00000E+00 4.60666E-22 1.92292E-22 2.23918E-26 1.36175E-33 1.84710E-27 2.81537E-28 6.52983E-22
176 0.00000E+00 4.60666E-22 1.92292E-22 2.23918E-26 1.36188E-33 1.84728E-27 2.81564E-28 6.52983E-22
177 0.00000E+00 4.60666E-22 1.92292E-22 2.23918E-26 1.36202E-33 1.84747E-27 2.81592E-28 6.52983E-22
178 0.00000E+00 4.60666E-22 1.92292E-22 2.23919E-26 1.36215E-33 1.84765E-27 2.81620E-28 6.52983E-22
179 0.00000E+00 4.60666E-22 1.92292E-22 2.23919E-26 1.36229E-33 1.84783E-27 2.81647E-28 6.52983E-22
180 0.00000E+00 4.60666E-22 1.92292E-22 2.23920E-26 1.36242E-33 1.84801E-27 2.81675E-28 6.52983E-22
181 0.00000E+00 4.60666E-22 1.92292E-22 2.23920E-26 1.36256E-33 1.84819E-27 2.81703E-28 6.52983E-22
182 0.00000E+00 4.60666E-22 1.92292E-22 2.23920E-26 1.36268E-33 1.84836E-27 2.81728E-28 6.52983E-22
183 0.00000E+00 4.60665E-22 1.92292E-22 2.23924E-26 1.36403E-33 1.85017E-27 2.82003E-28 6.52981E-22
184 0.00000E+00 4.60665E-22 1.92291E-22 2.23927E-26 1.36538E-33 1.85199E-27 2.82279E-28 6.52980E-22
185 0.00000E+00 4.60664E-22 1.92291E-22 2.23930E-26 1.36673E-33 1.85380E-27 2.82555E-28 6.52979E-22
186 0.00000E+00 4.60664E-22 1.92290E-22 2.23933E-26 1.36808E-33 1.85562E-27 2.82832E-28 6.52978E-22
