Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
160 4.32551E-49 6.00802E-19 7.21055E-17 6.09958E-26 5.82226E-33 1.20383E-22 3.93307E-22 7.27068E-17
161 4.32547E-49 6.00802E-19 7.21055E-17 6.09959E-26 5.82226E-33 1.20383E-22 3.93307E-22 7.27068E-17
162 4.32543E-49 6.00802E-19 7.21055E-17 6.09959E-26 5.82227E-33 1.20383E-22 3.93307E-22 7.27068E-17
163 4.32540E-49 6.00802E-19 7.21055E-17 6.09959E-26 5.82227E-33 1.20383E-22 3.93308E-22 7.27068E-17
164 4.32536E-49 6.00802E-19 7.21055E-17 6.09959E-26 5.82228E-33 1.20383E-22 3.93308E-22 7.27068E-17
165 4.32532E-49 6.00802E-19 7.21055E-17 6.09960E-26 5.82229E-33 1.20383E-22 3.93308E-22 7.27068E-17
166 4.32529E-49 6.00802E-19 7.21055E-17 6.09960E-26 5.82229E-33 1.20383E-22 3.93308E-22 7.27068E-17
167 4.32525E-49 6.00802E-19 7.21055E-17 6.09960E-26 5.82230E-33 1.20383E-22 3.93308E-22 7.27068E-17
168 4.32521E-49 6.00802E-19 7.21055E-17 6.09961E-26 5.82230E-33 1.20383E-22 3.93308E-22 7.27068E-17
169 4.32517E-49 6.00802E-19 7.21055E-17 6.09961E-26 5.82231E-33 1.20383E-22 3.93309E-22 7.27068E-17
170 4.32513E-49 6.00802E-19 7.21055E-17 6.09961E-26 5.82232E-33 1.20383E-22 3.93309E-22 7.27068E-17
171 4.32509E-49 6.00802E-19 7.21055E-17 6.09961E-26 5.82232E-33 1.20384E-22 3.93309E-22 7.27068E-17
172 4.32506E-49 6.00802E-19 7.21055E-17 6.09962E-26 5.82233E-33 1.20384E-22 3.93309E-22 7.27068E-17
173 4.32502E-49 6.00802E-19 7.21055E-17 6.09962E-26 5.82234E-33 1.20384E-22 3.93309E-22 7.27068E-17
174 4.32498E-49 6.00802E-19 7.21055E-17 6.09963E-26 5.82234E-33 1.20384E-22 3.93310E-22 7.27068E-17
175 4.32495E-49 6.00802E-19 7.21055E-17 6.09963E-26 5.82235E-33 1.20384E-22 3.93310E-22 7.27068E-17
176 4.32491E-49 6.00802E-19 7.21055E-17 6.09963E-26 5.82235E-33 1.20384E-22 3.93310E-22 7.27068E-17
177 4.32487E-49 6.00802E-19 7.21055E-17 6.09964E-26 5.82236E-33 1.20384E-22 3.93310E-22 7.27068E-17
178 4.32483E-49 6.00802E-19 7.21055E-17 6.09964E-26 5.82237E-33 1.20384E-22 3.93310E-22 7.27068E-17
179 4.32480E-49 6.00802E-19 7.21055E-17 6.09964E-26 5.82237E-33 1.20384E-22 3.93311E-22 7.27068E-17
180 4.32476E-49 6.00802E-19 7.21055E-17 6.09964E-26 5.82238E-33 1.20384E-22 3.93311E-22 7.27068E-17
181 4.32472E-49 6.00802E-19 7.21055E-17 6.09965E-26 5.82238E-33 1.20384E-22 3.93311E-22 7.27068E-17
182 4.32469E-49 6.00802E-19 7.21055E-17 6.09965E-26 5.82239E-33 1.20384E-22 3.93311E-22 7.27068E-17
183 4.32432E-49 6.00802E-19 7.21055E-17 6.09968E-26 5.82245E-33 1.20385E-22 3.93313E-22 7.27068E-17
184 4.32395E-49 6.00802E-19 7.21054E-17 6.09971E-26 5.82251E-33 1.20385E-22 3.93315E-22 7.27068E-17
185 4.32357E-49 6.00802E-19 7.21054E-17 6.09974E-26 5.82257E-33 1.20386E-22 3.93316E-22 7.27067E-17
186 4.32320E-49 6.00801E-19 7.21054E-17 6.09977E-26 5.82263E-33 1.20386E-22 3.93318E-22 7.27067E-17
187 4.32283E-49 6.00801E-19 7.21054E-17 6.09980E-26 5.82269E-33 1.20387E-22 3.93320E-22 7.27067E-17
188 4.32245E-49 6.00801E-19 7.21054E-17 6.09982E-26 5.82275E-33 1.20387E-22 3.93322E-22 7.27067E-17
189 4.32208E-49 6.00801E-19 7.21053E-17 6.09985E-26 5.82281E-33 1.20388E-22 3.93324E-22 7.27067E-17
190 4.32171E-49 6.00801E-19 7.21053E-17 6.09988E-26 5.82287E-33 1.20389E-22 3.93326E-22 7.27066E-17
191 4.32134E-49 6.00801E-19 7.21053E-17 6.09991E-26 5.82293E-33 1.20389E-22 3.93327E-22 7.27066E-17
192 4.32097E-49 6.00801E-19 7.21053E-17 6.09994E-26 5.82299E-33 1.20390E-22 3.93329E-22 7.27066E-17
193 4.32060E-49 6.00801E-19 7.21053E-17 6.09996E-26 5.82305E-33 1.20390E-22 3.93331E-22 7.27066E-17
194 4.32023E-49 6.00801E-19 7.21052E-17 6.09999E-26 5.82311E-33 1.20391E-22 3.93333E-22 7.27066E-17
195 4.31985E-49 6.00801E-19 7.21052E-17 6.10002E-26 5.82317E-33 1.20391E-22 3.93335E-22 7.27065E-17
196 4.31948E-49 6.00801E-19 7.21052E-17 6.10005E-26 5.82323E-33 1.20392E-22 3.93336E-22 7.27065E-17
197 4.31911E-49 6.00801E-19 7.21052E-17 6.10007E-26 5.82329E-33 1.20392E-22 3.93338E-22 7.27065E-17
198 4.31874E-49 6.00801E-19 7.21052E-17 6.10010E-26 5.82335E-33 1.20393E-22 3.93340E-22 7.27065E-17
199 4.31837E-49 6.00801E-19 7.21051E-17 6.10012E-26 5.82342E-33 1.20394E-22 3.93342E-22 7.27065E-17
200 4.31800E-49 6.00801E-19 7.21051E-17 6.10015E-26 5.82348E-33 1.20394E-22 3.93344E-22 7.27064E-17
201 4.31763E-49 6.00801E-19 7.21051E-17 6.10018E-26 5.82354E-33 1.20395E-22 3.93345E-22 7.27064E-17
202 4.31725E-49 6.00801E-19 7.21051E-17 6.10020E-26 5.82360E-33 1.20395E-22 3.93347E-22 7.27064E-17
203 4.31688E-49 6.00801E-19 7.21051E-17 6.10023E-26 5.82366E-33 1.20396E-22 3.93349E-22 7.27064E-17
204 4.31651E-49 6.00801E-19 7.21050E-17 6.10026E-26 5.82372E-33 1.20396E-22 3.93351E-22 7.27064E-17
205 4.31614E-49 6.00801E-19 7.21050E-17 6.10028E-26 5.82378E-33 1.20397E-22 3.93353E-22 7.27063E-17
206 4.31577E-49 6.00801E-19 7.21050E-17 6.10031E-26 5.82384E-33 1.20397E-22 3.93355E-22 7.27063E-17
207 4.31540E-49 6.00801E-19 7.21050E-17 6.10033E-26 5.82390E-33 1.20398E-22 3.93356E-22 7.27063E-17
208 4.31503E-49 6.00801E-19 7.21050E-17 6.10036E-26 5.82396E-33 1.20398E-22 3.93358E-22 7.27063E-17
209 4.31465E-49 6.00801E-19 7.21049E-17 6.10038E-26 5.82402E-33 1.20399E-22 3.93360E-22 7.27062E-17
