Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 T_gas 
986 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
987 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
988 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
989 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
990 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
991 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
992 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
993 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
994 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
995 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
996 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
997 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
998 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
999 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1000 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1001 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1002 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1003 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1004 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1005 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1006 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1007 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1008 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1009 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1010 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1011 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1012 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1013 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1014 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1015 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1016 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1017 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1018 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1019 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1020 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1021 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1022 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1023 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1024 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1025 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1026 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1027 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1028 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1029 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1030 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1031 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1032 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1033 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1034 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1035 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1036 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1037 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1038 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1039 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1040 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1041 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1042 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1043 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1044 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1045 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1046 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1047 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1048 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1049 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1050 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1051 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1052 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1053 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1054 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1055 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1056 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1057 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1058 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1059 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1060 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1061 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1062 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1063 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1064 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1065 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1066 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1067 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1068 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1069 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1070 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1071 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1072 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1073 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1074 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1075 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1076 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1077 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1078 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1079 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1080 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1081 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1082 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1083 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1084 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1085 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1086 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1087 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1088 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1089 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1090 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1091 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1092 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1093 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1094 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1095 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1096 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1097 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1098 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1099 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1100 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1101 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1102 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1103 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1104 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1105 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1106 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1107 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1108 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1109 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1110 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1111 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1112 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1113 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1114 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1115 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1116 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1117 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1118 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1119 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1120 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1121 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1122 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1123 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1124 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1125 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1126 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1127 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1128 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1129 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1130 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1131 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1132 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1133 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1134 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1135 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1136 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1137 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1138 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1139 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1140 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1141 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1142 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1143 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1144 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1145 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1146 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1147 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1148 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1149 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1150 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1151 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1152 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1153 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1154 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1155 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1156 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1157 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1158 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1159 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1160 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1161 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1162 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1163 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1164 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1165 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1166 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1167 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1168 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1169 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1170 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1171 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1172 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1173 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1174 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1175 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1176 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1177 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1178 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1179 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1180 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1181 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1182 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1183 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1184 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1185 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1186 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1187 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1188 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1189 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1190 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1191 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1192 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1193 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1194 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1195 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1196 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1197 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1198 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1199 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1200 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1201 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1202 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1203 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1204 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1205 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1206 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1207 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1208 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1209 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1210 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1211 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1212 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1213 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1214 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1215 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1216 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1217 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1218 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1219 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1220 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1221 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1222 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1223 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1224 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1225 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1226 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1227 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1228 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1229 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1230 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1231 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1232 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1233 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1234 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1235 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1236 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1237 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1238 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1239 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1240 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1241 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1242 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1243 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1244 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1245 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1246 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1247 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
1248 ----Yes---- ----Yes---- No ----Yes---- ----Yes---- ----Yes---- ----Yes---- ----Yes----
