Particle [HI] [CII] [OI] [CI] CO p-H2 o-H2 Total 
152 0.00000E+00 2.15097E-22 1.89372E-23 1.22548E-25 1.42788E-31 1.50890E-28 1.23753E-31 2.34157E-22
153 0.00000E+00 2.15097E-22 1.89372E-23 1.22549E-25 1.42865E-31 1.50972E-28 1.23852E-31 2.34157E-22
154 0.00000E+00 2.15097E-22 1.89372E-23 1.22549E-25 1.42943E-31 1.51054E-28 1.23893E-31 2.34157E-22
155 0.00000E+00 2.15097E-22 1.89372E-23 1.22550E-25 1.43021E-31 1.51136E-28 1.23985E-31 2.34157E-22
156 0.00000E+00 2.15097E-22 1.89372E-23 1.22550E-25 1.43098E-31 1.51218E-28 1.24068E-31 2.34157E-22
157 0.00000E+00 2.15097E-22 1.89371E-23 1.22550E-25 1.43176E-31 1.51300E-28 1.24085E-31 2.34156E-22
158 0.00000E+00 2.15097E-22 1.89371E-23 1.22551E-25 1.43254E-31 1.51382E-28 1.24164E-31 2.34156E-22
159 0.00000E+00 2.15096E-22 1.89371E-23 1.22551E-25 1.43332E-31 1.51465E-28 1.24276E-31 2.34156E-22
160 0.00000E+00 2.15096E-22 1.89371E-23 1.22552E-25 1.43410E-31 1.51547E-28 1.24331E-31 2.34156E-22
161 0.00000E+00 2.15096E-22 1.89371E-23 1.22552E-25 1.43488E-31 1.51630E-28 1.24408E-31 2.34156E-22
162 0.00000E+00 2.15096E-22 1.89371E-23 1.22553E-25 1.43562E-31 1.51707E-28 1.24519E-31 2.34156E-22
163 0.00000E+00 2.15096E-22 1.89371E-23 1.22553E-25 1.43640E-31 1.51789E-28 1.24517E-31 2.34156E-22
164 0.00000E+00 2.15096E-22 1.89371E-23 1.22554E-25 1.43719E-31 1.51872E-28 1.24599E-31 2.34156E-22
165 0.00000E+00 2.15096E-22 1.89371E-23 1.22554E-25 1.43797E-31 1.51955E-28 1.24706E-31 2.34156E-22
166 0.00000E+00 2.15096E-22 1.89371E-23 1.22554E-25 1.43876E-31 1.52038E-28 1.24696E-31 2.34156E-22
167 0.00000E+00 2.15096E-22 1.89370E-23 1.22555E-25 1.43954E-31 1.52121E-28 1.24825E-31 2.34156E-22
168 0.00000E+00 2.15096E-22 1.89370E-23 1.22555E-25 1.44033E-31 1.52204E-28 1.24834E-31 2.34155E-22
169 0.00000E+00 2.15096E-22 1.89370E-23 1.22556E-25 1.44112E-31 1.52288E-28 1.24921E-31 2.34155E-22
170 0.00000E+00 2.15096E-22 1.89370E-23 1.22556E-25 1.44191E-31 1.52371E-28 1.25033E-31 2.34155E-22
171 0.00000E+00 2.15096E-22 1.89370E-23 1.22556E-25 1.44270E-31 1.52454E-28 1.25122E-31 2.34155E-22
172 0.00000E+00 2.15095E-22 1.89370E-23 1.22557E-25 1.44344E-31 1.52532E-28 1.25120E-31 2.34155E-22
173 0.00000E+00 2.15095E-22 1.89370E-23 1.22557E-25 1.44423E-31 1.52616E-28 1.25196E-31 2.34155E-22
174 0.00000E+00 2.15095E-22 1.89370E-23 1.22558E-25 1.44503E-31 1.52700E-28 1.25345E-31 2.34155E-22
175 0.00000E+00 2.15095E-22 1.89370E-23 1.22558E-25 1.44582E-31 1.52783E-28 1.25316E-31 2.34155E-22
176 0.00000E+00 2.15095E-22 1.89369E-23 1.22559E-25 1.44661E-31 1.52867E-28 1.25482E-31 2.34155E-22
177 0.00000E+00 2.15095E-22 1.89369E-23 1.22559E-25 1.44741E-31 1.52951E-28 1.25459E-31 2.34155E-22
178 0.00000E+00 2.15095E-22 1.89369E-23 1.22559E-25 1.44821E-31 1.53035E-28 1.25717E-31 2.34155E-22
179 0.00000E+00 2.15095E-22 1.89369E-23 1.22560E-25 1.44900E-31 1.53120E-28 1.25580E-31 2.34154E-22
180 0.00000E+00 2.15095E-22 1.89369E-23 1.22560E-25 1.44980E-31 1.53204E-28 1.25667E-31 2.34154E-22
181 0.00000E+00 2.15095E-22 1.89369E-23 1.22560E-25 1.45060E-31 1.53288E-28 1.25720E-31 2.34154E-22
182 0.00000E+00 2.15095E-22 1.89369E-23 1.22561E-25 1.45135E-31 1.53367E-28 1.25788E-31 2.34154E-22
183 0.00000E+00 2.15094E-22 1.89368E-23 1.22565E-25 1.45935E-31 1.54211E-28 1.26491E-31 2.34153E-22
184 0.00000E+00 2.15093E-22 1.89367E-23 1.22568E-25 1.46743E-31 1.55064E-28 1.27210E-31 2.34152E-22
185 0.00000E+00 2.15092E-22 1.89366E-23 1.22572E-25 1.47560E-31 1.55927E-28 1.27939E-31 2.34151E-22
186 0.00000E+00 2.15091E-22 1.89365E-23 1.22576E-25 1.48387E-31 1.56798E-28 1.28742E-31 2.34151E-22
187 0.00000E+00 2.15091E-22 1.89363E-23 1.22579E-25 1.49223E-31 1.57680E-28 1.29352E-31 2.34150E-22
188 0.00000E+00 2.15090E-22 1.89362E-23 1.22582E-25 1.50068E-31 1.58573E-28 1.30071E-31 2.34149E-22
189 0.00000E+00 2.15089E-22 1.89361E-23 1.22586E-25 1.50923E-31 1.59475E-28 1.30825E-31 2.34148E-22
190 0.00000E+00 2.15088E-22 1.89360E-23 1.22589E-25 1.51793E-31 1.60393E-28 1.31748E-31 2.34147E-22
191 0.00000E+00 2.15087E-22 1.89359E-23 1.22592E-25 1.52667E-31 1.61316E-28 1.32347E-31 2.34146E-22
192 0.00000E+00 2.15086E-22 1.89358E-23 1.22595E-25 1.53552E-31 1.62249E-28 1.33108E-31 2.34145E-22
193 0.00000E+00 2.15085E-22 1.89357E-23 1.22598E-25 1.54447E-31 1.63194E-28 1.33977E-31 2.34144E-22
194 0.00000E+00 2.15084E-22 1.89355E-23 1.22601E-25 1.55352E-31 1.64148E-28 1.34683E-31 2.34143E-22
195 0.00000E+00 2.15083E-22 1.89354E-23 1.22604E-25 1.56268E-31 1.65115E-28 1.35676E-31 2.34142E-22
196 0.00000E+00 2.15083E-22 1.89353E-23 1.22607E-25 1.57195E-31 1.66093E-28 1.36261E-31 2.34141E-22
197 0.00000E+00 2.15082E-22 1.89352E-23 1.22610E-25 1.58133E-31 1.67083E-28 1.37192E-31 2.34140E-22
198 0.00000E+00 2.15081E-22 1.89351E-23 1.22612E-25 1.59082E-31 1.68084E-28 1.37890E-31 2.34139E-22
